"draw","variable","value"
2160,"time_on_art_median",-0.0482782569495992
2161,"time_on_art_median",-0.0634550203645116
2162,"time_on_art_median",-0.0494284555421235
2163,"time_on_art_median",-0.0750451729634399
2164,"time_on_art_median",-0.0553732266919814
2165,"time_on_art_median",-0.0605602334207423
2166,"time_on_art_median",-0.0426987162864915
2167,"time_on_art_median",-0.0372720246930092
2168,"time_on_art_median",-0.0520444226943853
2169,"time_on_art_median",-0.0397340539543027
2170,"time_on_art_median",-0.0659704855223099
2171,"time_on_art_median",-0.0437312819956894
2172,"time_on_art_median",-0.0473809118380471
2173,"time_on_art_median",-0.0499164122407437
2174,"time_on_art_median",-0.0543567289779928
2175,"time_on_art_median",-0.0519670615371801
2176,"time_on_art_median",-0.0660829633354388
2177,"time_on_art_median",-0.0459129852335363
2178,"time_on_art_median",-0.0718791435124823
2179,"time_on_art_median",-0.0435622845671506
2180,"time_on_art_median",-0.0541139413795798
2181,"time_on_art_median",-0.0661895483611916
2182,"time_on_art_median",-0.0425113070444531
2183,"time_on_art_median",-0.0721834311792701
2184,"time_on_art_median",-0.0575448529541064
2185,"time_on_art_median",-0.047977965989228
2186,"time_on_art_median",-0.0528283521415254
2187,"time_on_art_median",-0.0597056480424911
2188,"time_on_art_median",-0.0526787790897999
2189,"time_on_art_median",-0.0534458284375217
2190,"time_on_art_median",-0.0741150070777563
2191,"time_on_art_median",-0.0546507241363448
2192,"time_on_art_median",-0.053790548671549
2193,"time_on_art_median",-0.0577661622826572
2194,"time_on_art_median",-0.0547600936218724
2195,"time_on_art_median",-0.0481719682279856
2196,"time_on_art_median",-0.0466137165114177
2197,"time_on_art_median",-0.0466365219644114
2198,"time_on_art_median",-0.0539052129792049
2199,"time_on_art_median",-0.0532083771972424
2200,"time_on_art_median",-0.0545289051820279
2201,"time_on_art_median",-0.0570784315187061
2202,"time_on_art_median",-0.0691436143553352
2203,"time_on_art_median",-0.0557627570119514
2204,"time_on_art_median",-0.0474417737629971
2205,"time_on_art_median",-0.0615126750701523
2206,"time_on_art_median",-0.0558641189579775
2207,"time_on_art_median",-0.056500578713833
2208,"time_on_art_median",-0.067958485471231
2209,"time_on_art_median",-0.0571410785215434
2210,"time_on_art_median",-0.0426675260964019
2211,"time_on_art_median",-0.0603306725777469
2212,"time_on_art_median",-0.0550014172544972
2213,"time_on_art_median",-0.0474830213491111
2214,"time_on_art_median",-0.0496765805623606
2215,"time_on_art_median",-0.047750163365017
2216,"time_on_art_median",-0.0624565625004468
2217,"time_on_art_median",-0.0520473782276191
2218,"time_on_art_median",-0.0480722951114713
2219,"time_on_art_median",-0.0464778413284125
2220,"time_on_art_median",-0.0582407180848396
2221,"time_on_art_median",-0.0480047085240629
2222,"time_on_art_median",-0.0654275711043127
2223,"time_on_art_median",-0.0548818207912174
2224,"time_on_art_median",-0.0458618595733934
2225,"time_on_art_median",-0.0590271572790707
2226,"time_on_art_median",-0.0541710873291697
2227,"time_on_art_median",-0.040692921158036
2228,"time_on_art_median",-0.0700570018236186
2229,"time_on_art_median",-0.0515298891482834
2230,"time_on_art_median",-0.0530377493404369
2231,"time_on_art_median",-0.0457711814242594
2232,"time_on_art_median",-0.0520953152270188
2233,"time_on_art_median",-0.0503562840255469
2234,"time_on_art_median",-0.0589968691949214
2235,"time_on_art_median",-0.0364621178875099
2236,"time_on_art_median",-0.0420948816829213
2237,"time_on_art_median",-0.0659781230132525
2238,"time_on_art_median",-0.055314411024127
2239,"time_on_art_median",-0.0574900345540107
2240,"time_on_art_median",-0.0521959575783975
2241,"time_on_art_median",-0.0500421692414005
2242,"time_on_art_median",-0.0539004234051474
2243,"time_on_art_median",-0.0550125670439057
2244,"time_on_art_median",-0.0530697969245553
2245,"time_on_art_median",-0.0591485433727931
2246,"time_on_art_median",-0.0750497366944845
2247,"time_on_art_median",-0.0614109741836864
2248,"time_on_art_median",-0.068974394874006
2249,"time_on_art_median",-0.0542511249444853
2250,"time_on_art_median",-0.0474380207488594
2251,"time_on_art_median",-0.0432734957103798
2252,"time_on_art_median",-0.0637236259003496
2253,"time_on_art_median",-0.0600107323393827
2254,"time_on_art_median",-0.060855239772095
2255,"time_on_art_median",-0.0607252298633774
2256,"time_on_art_median",-0.068394148297707
2257,"time_on_art_median",-0.0632882031919804
2258,"time_on_art_median",-0.0599073278874343
2259,"time_on_art_median",-0.0585784989839608
2260,"time_on_art_median",-0.0609052133214545
2261,"time_on_art_median",-0.0381904814681794
2262,"time_on_art_median",-0.0649730469538352
2263,"time_on_art_median",-0.0510296889770659
2264,"time_on_art_median",-0.06892418179947
2265,"time_on_art_median",-0.0566086895811103
2266,"time_on_art_median",-0.045375322714467
2267,"time_on_art_median",-0.0533170192922786
2268,"time_on_art_median",-0.0558231458675476
2269,"time_on_art_median",-0.0663797110387504
2270,"time_on_art_median",-0.0595612727914652
2271,"time_on_art_median",-0.0523307430168308
2272,"time_on_art_median",-0.051587260528681
2273,"time_on_art_median",-0.0646033417630548
2274,"time_on_art_median",-0.0589098635900259
2275,"time_on_art_median",-0.0594732925173613
2276,"time_on_art_median",-0.0571690949395639
2277,"time_on_art_median",-0.0462037191170304
2278,"time_on_art_median",-0.0521117303938424
2279,"time_on_art_median",-0.0621452959264692
2280,"time_on_art_median",-0.0586548093748828
2281,"time_on_art_median",-0.0538598614682838
2282,"time_on_art_median",-0.0428025177975889
2283,"time_on_art_median",-0.0544236595846439
2284,"time_on_art_median",-0.0597060271062522
2285,"time_on_art_median",-0.0375342966497211
2286,"time_on_art_median",-0.0431656719539561
2287,"time_on_art_median",-0.0574266126559992
2288,"time_on_art_median",-0.0541594556128384
2289,"time_on_art_median",-0.0522123198758506
2290,"time_on_art_median",-0.0568616658776794
2291,"time_on_art_median",-0.0511365855052428
2292,"time_on_art_median",-0.0520875687142744
2293,"time_on_art_median",-0.0557049115687039
2294,"time_on_art_median",-0.0485937777288712
2295,"time_on_art_median",-0.0581633263145301
2296,"time_on_art_median",-0.07187307721356
2297,"time_on_art_median",-0.0522810416198143
2298,"time_on_art_median",-0.0487483591782342
2299,"time_on_art_median",-0.0579988975251958
2300,"time_on_art_median",-0.054613655974034
2301,"time_on_art_median",-0.045855267274404
2302,"time_on_art_median",-0.0554278999560733
2303,"time_on_art_median",-0.0573279990498923
2304,"time_on_art_median",-0.0587568145474258
2305,"time_on_art_median",-0.0638775567790754
2306,"time_on_art_median",-0.0477596700569571
2307,"time_on_art_median",-0.0578781881203967
2308,"time_on_art_median",-0.0457088376279444
2309,"time_on_art_median",-0.0611869574050499
2310,"time_on_art_median",-0.0565155784782547
2311,"time_on_art_median",-0.0468758378249872
2312,"time_on_art_median",-0.0636047870736145
2313,"time_on_art_median",-0.0471415740874849
2314,"time_on_art_median",-0.0388263481970723
2315,"time_on_art_median",-0.0450217732557045
2316,"time_on_art_median",-0.0528463163225574
2317,"time_on_art_median",-0.0480101636074225
2318,"time_on_art_median",-0.0514709518020273
2319,"time_on_art_median",-0.0515141589093671
2320,"time_on_art_median",-0.0612827377895003
2321,"time_on_art_median",-0.0692903889028763
2322,"time_on_art_median",-0.0424634243466384
2323,"time_on_art_median",-0.0527111995961916
2324,"time_on_art_median",-0.0567304103933587
2325,"time_on_art_median",-0.0493871601889758
2326,"time_on_art_median",-0.052460877827746
2327,"time_on_art_median",-0.0485479041649306
2328,"time_on_art_median",-0.0590226454406108
2329,"time_on_art_median",-0.0547990842637767
2330,"time_on_art_median",-0.059124375757805
2331,"time_on_art_median",-0.0634099627491227
2332,"time_on_art_median",-0.0604476695564363
2333,"time_on_art_median",-0.0460782236612286
2334,"time_on_art_median",-0.0699466373441687
2335,"time_on_art_median",-0.05140822508378
2336,"time_on_art_median",-0.0393644443904125
2337,"time_on_art_median",-0.0478147250482215
2338,"time_on_art_median",-0.0653307286619824
2339,"time_on_art_median",-0.0504650929142138
2340,"time_on_art_median",-0.0605794387020779
2341,"time_on_art_median",-0.0700806437951866
2342,"time_on_art_median",-0.0652790135971837
2343,"time_on_art_median",-0.0605736925783805
2344,"time_on_art_median",-0.0572119119213098
2345,"time_on_art_median",-0.0351700808477875
2346,"time_on_art_median",-0.0466988748771363
2347,"time_on_art_median",-0.06476755522962
2348,"time_on_art_median",-0.0419663791074761
2349,"time_on_art_median",-0.0618955164952195
2350,"time_on_art_median",-0.0598947483368529
2351,"time_on_art_median",-0.0578326381949297
2352,"time_on_art_median",-0.042081039221663
2353,"time_on_art_median",-0.05770248655031
2354,"time_on_art_median",-0.046223032772156
2355,"time_on_art_median",-0.0310065489872753
2356,"time_on_art_median",-0.0531457346993258
2357,"time_on_art_median",-0.0573065137390261
2358,"time_on_art_median",-0.0560136719229549
2359,"time_on_art_median",-0.0638564083545704
2360,"time_on_art_median",-0.0515202996721053
2361,"time_on_art_median",-0.0748506335848086
2362,"time_on_art_median",-0.0559027319195075
2363,"time_on_art_median",-0.055606382194888
2364,"time_on_art_median",-0.0547886255289138
2365,"time_on_art_median",-0.0471032518605646
2366,"time_on_art_median",-0.0519051801395521
2367,"time_on_art_median",-0.0468658156419935
2368,"time_on_art_median",-0.0586870510938615
2369,"time_on_art_median",-0.0458383556660489
2370,"time_on_art_median",-0.0595708505857718
2371,"time_on_art_median",-0.0569630037388293
2372,"time_on_art_median",-0.0643421052295559
2373,"time_on_art_median",-0.0433622934948901
2374,"time_on_art_median",-0.0493322251674487
2375,"time_on_art_median",-0.050166758028247
2376,"time_on_art_median",-0.0494925992108488
2377,"time_on_art_median",-0.0507226184844244
2378,"time_on_art_median",-0.0578025983481714
2379,"time_on_art_median",-0.0350262582709581
2380,"time_on_art_median",-0.0503674609070186
2381,"time_on_art_median",-0.0574404146157455
2382,"time_on_art_median",-0.0467006803768864
2383,"time_on_art_median",-0.0429490925233285
2384,"time_on_art_median",-0.0412806726908482
2385,"time_on_art_median",-0.0540538467021997
2386,"time_on_art_median",-0.043930594216987
2387,"time_on_art_median",-0.0676932063805508
2388,"time_on_art_median",-0.0473987095836931
2389,"time_on_art_median",-0.0590797590201509
2390,"time_on_art_median",-0.0617000236418705
2391,"time_on_art_median",-0.0647843027518376
2392,"time_on_art_median",-0.0549194670642477
2393,"time_on_art_median",-0.0700995435994211
2394,"time_on_art_median",-0.0529193632829971
2395,"time_on_art_median",-0.0543321580206152
2396,"time_on_art_median",-0.0469234479890696
2397,"time_on_art_median",-0.0572281126328876
2398,"time_on_art_median",-0.0498164593708305
2399,"time_on_art_median",-0.0488514718765976
2400,"time_on_art_median",-0.0403484562052854
2401,"time_on_art_median",-0.0540024650092987
2402,"time_on_art_median",-0.0548335546452413
2403,"time_on_art_median",-0.0437350561062083
2404,"time_on_art_median",-0.0455362048176308
2405,"time_on_art_median",-0.0708555204574731
2406,"time_on_art_median",-0.0612380862489401
2407,"time_on_art_median",-0.0520722743274281
2408,"time_on_art_median",-0.0537584232297845
2409,"time_on_art_median",-0.0471511710440898
2410,"time_on_art_median",-0.0565859388115727
2411,"time_on_art_median",-0.0477513705962691
2412,"time_on_art_median",-0.0452592306699236
2413,"time_on_art_median",-0.0391718167409336
2414,"time_on_art_median",-0.0552440794340103
2415,"time_on_art_median",-0.0524563782670788
2416,"time_on_art_median",-0.0481727258430972
2417,"time_on_art_median",-0.0636613218202448
2418,"time_on_art_median",-0.0391074540849195
2419,"time_on_art_median",-0.0461212331354594
2420,"time_on_art_median",-0.0491203107678046
2421,"time_on_art_median",-0.0539874490031479
2422,"time_on_art_median",-0.0541102607265022
2423,"time_on_art_median",-0.0526939930187769
2424,"time_on_art_median",-0.0542271401684755
2425,"time_on_art_median",-0.0638057828208192
2426,"time_on_art_median",-0.0681189457707778
2427,"time_on_art_median",-0.0537752882720076
2428,"time_on_art_median",-0.0537115069106559
2429,"time_on_art_median",-0.0615742959482303
2430,"time_on_art_median",-0.0531566769175446
2431,"time_on_art_median",-0.0479017827703656
2432,"time_on_art_median",-0.043993815904463
2433,"time_on_art_median",-0.0526550519204821
2434,"time_on_art_median",-0.0559241205978094
2435,"time_on_art_median",-0.0626280215168292
2436,"time_on_art_median",-0.0578829175400657
2437,"time_on_art_median",-0.0498830182313592
2438,"time_on_art_median",-0.0478385247422079
2439,"time_on_art_median",-0.0527360209405351
2440,"time_on_art_median",-0.068811479559136
2441,"time_on_art_median",-0.0602905134438823
2442,"time_on_art_median",-0.0474464353245351
2443,"time_on_art_median",-0.0475902234336407
2444,"time_on_art_median",-0.0644502830888419
2445,"time_on_art_median",-0.0491874468383664
2446,"time_on_art_median",-0.0626942855416118
2447,"time_on_art_median",-0.0434464407399381
2448,"time_on_art_median",-0.0512550793673652
2449,"time_on_art_median",-0.054538978227071
2450,"time_on_art_median",-0.0503430168456647
2451,"time_on_art_median",-0.0543913087088099
2452,"time_on_art_median",-0.0624970138939939
2453,"time_on_art_median",-0.0540128601550653
2454,"time_on_art_median",-0.0569959572266202
2455,"time_on_art_median",-0.0547712081762861
2456,"time_on_art_median",-0.0483663423684708
2457,"time_on_art_median",-0.0503348125011047
2458,"time_on_art_median",-0.039915307401054
2459,"time_on_art_median",-0.0556564505061626
2460,"time_on_art_median",-0.0684615338787449
2461,"time_on_art_median",-0.0424533373696457
2462,"time_on_art_median",-0.0604296982521753
2463,"time_on_art_median",-0.0595301371417268
2464,"time_on_art_median",-0.0572516614207943
2465,"time_on_art_median",-0.0668691693226872
2466,"time_on_art_median",-0.057400356042695
2467,"time_on_art_median",-0.0616688955846916
2468,"time_on_art_median",-0.048847872648805
2469,"time_on_art_median",-0.057518468052323
2470,"time_on_art_median",-0.0515505472307627
2471,"time_on_art_median",-0.0504902941134498
2472,"time_on_art_median",-0.0565755394604996
2473,"time_on_art_median",-0.055342238516735
2474,"time_on_art_median",-0.0650218232622482
2475,"time_on_art_median",-0.0455518224971507
2476,"time_on_art_median",-0.0564449329835734
2477,"time_on_art_median",-0.0517643242012041
2478,"time_on_art_median",-0.0423058283552052
2479,"time_on_art_median",-0.0577104904870013
2480,"time_on_art_median",-0.0594592104558569
2481,"time_on_art_median",-0.0558175875298726
2482,"time_on_art_median",-0.0676237748658339
2483,"time_on_art_median",-0.0572873065343382
2484,"time_on_art_median",-0.0603736906219848
2485,"time_on_art_median",-0.0682177973393802
2486,"time_on_art_median",-0.0527240817421258
2487,"time_on_art_median",-0.0688465966139392
2488,"time_on_art_median",-0.0554000754273156
2489,"time_on_art_median",-0.0706730890901904
2490,"time_on_art_median",-0.0587567409133831
2491,"time_on_art_median",-0.0641188093926349
2492,"time_on_art_median",-0.0620902270475316
2493,"time_on_art_median",-0.0447800832536071
2494,"time_on_art_median",-0.0549894156351693
2495,"time_on_art_median",-0.0666336261674329
2496,"time_on_art_median",-0.0521891255355204
2497,"time_on_art_median",-0.0465744029348865
2498,"time_on_art_median",-0.0678696718974697
2499,"time_on_art_median",-0.0387084574019275
2500,"time_on_art_median",-0.0678301694473832
2501,"time_on_art_median",-0.0664345117575593
2502,"time_on_art_median",-0.0506631681166939
