"draw","variable","value"
1609,"locmixed regions",-0.0480528263678601
1610,"locmixed regions",0.438478102846198
1611,"locmixed regions",0.105912524413896
1612,"locmixed regions",0.721675498183891
1613,"locmixed regions",-0.487479292359425
1614,"locmixed regions",0.62374916353499
1615,"locmixed regions",-0.409777644755559
1616,"locmixed regions",-0.00191806542204545
1617,"locmixed regions",-0.896609433726039
1618,"locmixed regions",0.322509418462302
1619,"locmixed regions",0.354752464269271
1620,"locmixed regions",0.0243734623489727
1621,"locmixed regions",-0.0414269961197088
1622,"locmixed regions",0.295897695939674
1623,"locmixed regions",-0.0528732112969703
1624,"locmixed regions",-0.779342922666257
1625,"locmixed regions",-0.199819322023697
1626,"locmixed regions",-0.898804500902961
1627,"locmixed regions",-0.61054926928683
1628,"locmixed regions",0.720206281181698
1629,"locmixed regions",0.125884028385482
1630,"locmixed regions",-1.73277937306231
1631,"locmixed regions",-0.44398899285705
1632,"locmixed regions",0.177659909466579
1633,"locmixed regions",-0.587524224189546
1634,"locmixed regions",0.450089733140315
1635,"locmixed regions",-0.33225975614806
1636,"locmixed regions",-0.647818116741819
1637,"locmixed regions",-0.416624243735987
1638,"locmixed regions",-0.405688099992701
1639,"locmixed regions",-0.241046064020514
1640,"locmixed regions",-0.0299527660191137
1641,"locmixed regions",0.149934955316078
1642,"locmixed regions",-0.0826647962960676
1643,"locmixed regions",-0.67460373203326
1644,"locmixed regions",-0.328007433508998
1645,"locmixed regions",-0.25685250549432
1646,"locmixed regions",-0.293270413105933
1647,"locmixed regions",-0.283593878266754
1648,"locmixed regions",-0.550621490138516
1649,"locmixed regions",0.269128314164337
1650,"locmixed regions",0.05979052075137
1651,"locmixed regions",-1.06019515837154
1652,"locmixed regions",0.040466620953093
1653,"locmixed regions",0.142162638806376
1654,"locmixed regions",-0.238440275004358
1655,"locmixed regions",0.0552912018529964
1656,"locmixed regions",-0.235796943113101
1657,"locmixed regions",-0.902023010871933
1658,"locmixed regions",-0.289953900901014
1659,"locmixed regions",0.396631991952946
1660,"locmixed regions",-0.590386777701365
1661,"locmixed regions",-0.619860694113764
1662,"locmixed regions",-0.131649127345365
1663,"locmixed regions",0.587071750265295
1664,"locmixed regions",-0.0399950261200656
1665,"locmixed regions",-0.173965765101054
1666,"locmixed regions",-0.59859154930343
1667,"locmixed regions",-0.384622889306707
1668,"locmixed regions",0.676333072766153
1669,"locmixed regions",0.243043928347427
1670,"locmixed regions",-1.1096302736824
1671,"locmixed regions",-0.465981480556172
1672,"locmixed regions",-0.0795864625330011
1673,"locmixed regions",-0.368829023624597
1674,"locmixed regions",0.203149587948278
1675,"locmixed regions",0.563905282108683
1676,"locmixed regions",0.263079553472834
1677,"locmixed regions",-0.343827897634378
1678,"locmixed regions",-0.809032457877538
1679,"locmixed regions",-0.0744961723230181
1680,"locmixed regions",0.397148681815204
1681,"locmixed regions",-0.530420889736588
1682,"locmixed regions",-0.181036260452388
1683,"locmixed regions",0.778985630475546
1684,"locmixed regions",-0.261793141993246
1685,"locmixed regions",-0.530268728643192
1686,"locmixed regions",0.0606998554396766
1687,"locmixed regions",-0.141765341979855
1688,"locmixed regions",0.0465601353297541
1689,"locmixed regions",-0.560548627177059
1690,"locmixed regions",0.137749820544513
1691,"locmixed regions",0.0286792273074246
1692,"locmixed regions",-0.197158403228082
1693,"locmixed regions",-0.514428784349922
1694,"locmixed regions",0.514984507951783
1695,"locmixed regions",-0.328514892784935
1696,"locmixed regions",-0.0212181465401446
1697,"locmixed regions",0.335039706632443
1698,"locmixed regions",-0.205442488833689
1699,"locmixed regions",0.213597621149109
1700,"locmixed regions",0.62475162034965
1701,"locmixed regions",0.175551461791846
1702,"locmixed regions",0.367268457218411
1703,"locmixed regions",0.505974050804278
1704,"locmixed regions",-0.205322808206848
1705,"locmixed regions",0.00628642629562484
1706,"locmixed regions",-0.399822667822559
1707,"locmixed regions",-0.257499738472091
1708,"locmixed regions",0.0114625552800959
1709,"locmixed regions",-0.884779463030037
1710,"locmixed regions",-0.465102215700168
1711,"locmixed regions",-0.434761476535887
1712,"locmixed regions",0.365237300006491
1713,"locmixed regions",0.127553089594862
1714,"locmixed regions",-0.432771368648608
1715,"locmixed regions",-0.179226062763846
1716,"locmixed regions",0.360224704942205
1717,"locmixed regions",-0.405902691347891
1718,"locmixed regions",0.414620710846162
1719,"locmixed regions",-0.0928931993123163
1720,"locmixed regions",-0.629032553473639
1721,"locmixed regions",-0.613258493214225
1722,"locmixed regions",0.703489351863213
1723,"locmixed regions",-0.525106842320426
1724,"locmixed regions",-0.381866765904886
1725,"locmixed regions",-0.0717618032704255
1726,"locmixed regions",1.01218151917207
1727,"locmixed regions",0.292438504818779
1728,"locmixed regions",0.35520491742846
1729,"locmixed regions",0.32312673603879
1730,"locmixed regions",-0.0906919349274315
1731,"locmixed regions",-0.160348299476869
1732,"locmixed regions",0.0512244403816306
1733,"locmixed regions",0.244041695698149
1734,"locmixed regions",0.0206401882965972
1735,"locmixed regions",-0.345032321260184
1736,"locmixed regions",0.688664730832135
1737,"locmixed regions",0.313614885636367
1738,"locmixed regions",0.646275777471324
1739,"locmixed regions",0.627795985746461
1740,"locmixed regions",-0.694175369594165
1741,"locmixed regions",0.660473571490039
1742,"locmixed regions",0.729316619954414
1743,"locmixed regions",-0.467114390983704
1744,"locmixed regions",-0.0474952918763995
1745,"locmixed regions",-0.424880741037234
1746,"locmixed regions",-0.183688650983612
1747,"locmixed regions",-0.727838148028374
1748,"locmixed regions",0.302875367004187
1749,"locmixed regions",-0.146664906634913
1750,"locmixed regions",-0.422835898430741
1751,"locmixed regions",-0.153590593700538
1752,"locmixed regions",0.385365676483504
1753,"locmixed regions",-0.126531915461459
1754,"locmixed regions",0.577158334781876
1755,"locmixed regions",0.381626284944553
1756,"locmixed regions",0.21427063460515
1757,"locmixed regions",0.414454465683048
1758,"locmixed regions",-0.635851877286525
1759,"locmixed regions",-0.135426967009787
1760,"locmixed regions",0.0644991139125271
1761,"locmixed regions",-0.548343214975043
1762,"locmixed regions",-0.147287948573233
1763,"locmixed regions",-0.0215965547358564
1764,"locmixed regions",-0.337264722840171
1765,"locmixed regions",-0.166816539700205
1766,"locmixed regions",0.421783099546875
1767,"locmixed regions",-0.643296101682216
1768,"locmixed regions",-0.277459133373138
1769,"locmixed regions",0.184962148533103
1770,"locmixed regions",-0.0433815136594171
1771,"locmixed regions",-0.393179857412913
1772,"locmixed regions",-0.429398402622615
1773,"locmixed regions",0.0340112782154976
1774,"locmixed regions",-0.808406186374984
1775,"locmixed regions",-0.756583800493994
1776,"locmixed regions",-0.457764672898226
1777,"locmixed regions",0.618917471053081
1778,"locmixed regions",-0.0384339366792676
1779,"locmixed regions",0.0823192442612224
1780,"locmixed regions",0.217828756208612
1781,"locmixed regions",0.386622188029
1782,"locmixed regions",-0.466944208121501
1783,"locmixed regions",-0.139529702130242
1784,"locmixed regions",-0.0539843251596084
1785,"locmixed regions",-0.49279699218414
1786,"locmixed regions",-0.631099125497905
1787,"locmixed regions",1.18857214595646
1788,"locmixed regions",-0.796460292623158
1789,"locmixed regions",-0.592669635598242
1790,"locmixed regions",-0.582377968647448
1791,"locmixed regions",-0.176719543183619
1792,"locmixed regions",-0.798596364218015
1793,"locmixed regions",-0.08753116336043
1794,"locmixed regions",-0.102177009791327
1795,"locmixed regions",0.202716713812982
1796,"locmixed regions",0.122765373354044
1797,"locmixed regions",0.690003615929168
1798,"locmixed regions",-0.253709959461846
1799,"locmixed regions",-0.268296004796203
1800,"locmixed regions",0.432938453718053
1801,"locmixed regions",-0.234285518457633
1802,"locmixed regions",-1.01087654356419
1803,"locmixed regions",-0.107405879530923
1804,"locmixed regions",-0.447334829055257
1805,"locmixed regions",0.338171975211155
1806,"locmixed regions",-0.247764715017269
1807,"locmixed regions",0.0158978007619796
1808,"locmixed regions",-0.105339584831442
1809,"locmixed regions",0.150775456701374
1810,"locmixed regions",-0.374049966841229
1811,"locmixed regions",-0.672179483425053
1812,"locmixed regions",-0.597385949554074
1813,"locmixed regions",-0.610899019892921
1814,"locmixed regions",-0.0583894423987145
1815,"locmixed regions",-0.761702566884923
1816,"locmixed regions",0.21486457805657
1817,"locmixed regions",-0.149345621102482
1818,"locmixed regions",-0.102317564277245
1819,"locmixed regions",-0.0277286798863415
1820,"locmixed regions",-0.375013624687218
1821,"locmixed regions",0.208468543235773
1822,"locmixed regions",-0.326876485374277
1823,"locmixed regions",0.396829866490705
1824,"locmixed regions",-0.464612164882673
1825,"locmixed regions",-0.644010616897903
1826,"locmixed regions",1.00224873837777
1827,"locmixed regions",-0.0346761891157677
1828,"locmixed regions",0.294597518845128
1829,"locmixed regions",-0.129930767203543
1830,"locmixed regions",0.0190338823461858
1831,"locmixed regions",0.243653129451496
1832,"locmixed regions",0.323473892403578
1833,"locmixed regions",0.298370639965091
1834,"locmixed regions",0.226252910026784
1835,"locmixed regions",-0.126410092812606
1836,"locmixed regions",0.255954777087883
1837,"locmixed regions",0.495785635168078
1838,"locmixed regions",0.273355923607219
1839,"locmixed regions",0.1649236322341
1840,"locmixed regions",0.25817203386615
1841,"locmixed regions",-0.542842251441748
1842,"locmixed regions",-1.09953638133427
1843,"locmixed regions",-1.0154605913259
1844,"locmixed regions",-0.235417500044403
1845,"locmixed regions",0.155411004271618
1846,"locmixed regions",0.14630613128607
1847,"locmixed regions",0.37559790721641
1848,"locmixed regions",-0.0229870270995502
1849,"locmixed regions",-0.323441115764537
1850,"locmixed regions",0.393829321903076
1851,"locmixed regions",-0.108220585116015
1852,"locmixed regions",-0.0712763162778382
1853,"locmixed regions",0.0831361001186957
1854,"locmixed regions",-1.10395521600514
1855,"locmixed regions",-1.14436723236775
1856,"locmixed regions",-0.267046541425023
1857,"locmixed regions",-1.13145737509417
1858,"locmixed regions",-0.295201819267537
1859,"locmixed regions",-0.646201406405682
1860,"locmixed regions",0.264793162539991
1861,"locmixed regions",0.00913321161425693
1862,"locmixed regions",-0.148393971798817
1863,"locmixed regions",-0.164439820745969
1864,"locmixed regions",-1.12782393178178
1865,"locmixed regions",0.198216624153844
1866,"locmixed regions",-0.686969648997027
1867,"locmixed regions",0.0753056659563029
1868,"locmixed regions",-0.372160273628957
1869,"locmixed regions",0.287858145158748
1870,"locmixed regions",0.357689470168147
1871,"locmixed regions",-0.112021306060339
1872,"locmixed regions",-0.526154203609018
1873,"locmixed regions",0.190573994255754
1874,"locmixed regions",0.212033301698956
1875,"locmixed regions",-0.973031481802059
1876,"locmixed regions",-0.551252958101935
1877,"locmixed regions",-0.851104754824145
1878,"locmixed regions",-0.193785634886105
1879,"locmixed regions",-0.344142318157412
1880,"locmixed regions",-0.312553679427989
1881,"locmixed regions",-0.143252949696294
1882,"locmixed regions",-0.160549203923126
1883,"locmixed regions",-0.301645756313066
1884,"locmixed regions",0.191205732091309
1885,"locmixed regions",0.226812162169654
1886,"locmixed regions",-0.0910198986831574
1887,"locmixed regions",0.228923936346188
1888,"locmixed regions",0.227853755719652
1889,"locmixed regions",-0.785065637416873
1890,"locmixed regions",-0.527325827758907
1891,"locmixed regions",-0.406823924480876
1892,"locmixed regions",0.626957180603078
1893,"locmixed regions",-0.71774428968687
1894,"locmixed regions",0.463189800326822
1895,"locmixed regions",0.165128761067131
1896,"locmixed regions",0.179431447245909
1897,"locmixed regions",-0.738079616090809
1898,"locmixed regions",0.809639293277105
1899,"locmixed regions",-0.35939341153461
1900,"locmixed regions",-0.161605022860706
1901,"locmixed regions",-0.0616833025602443
1902,"locmixed regions",0.729585649319095
1903,"locmixed regions",0.722164719712791
1904,"locmixed regions",-0.102155316086446
1905,"locmixed regions",-0.125635310268024
1906,"locmixed regions",-0.571484061343581
1907,"locmixed regions",0.0637891707692794
1908,"locmixed regions",0.291539218723181
1909,"locmixed regions",-0.375942000039351
1910,"locmixed regions",-0.174400810751463
1911,"locmixed regions",0.0183454305046083
1912,"locmixed regions",-0.492837134423014
1913,"locmixed regions",0.120916028344514
1914,"locmixed regions",0.453020149558653
1915,"locmixed regions",-0.199170813117001
1916,"locmixed regions",-0.15239011944616
1917,"locmixed regions",0.0116411890672093
1918,"locmixed regions",0.0423522466985359
1919,"locmixed regions",-0.286147707934549
1920,"locmixed regions",-0.174773316002403
1921,"locmixed regions",0.766895830111661
1922,"locmixed regions",-0.0920534226283411
1923,"locmixed regions",0.665891900022941
1924,"locmixed regions",0.282837330271955
1925,"locmixed regions",1.08399120331631
1926,"locmixed regions",-0.0876376229043645
1927,"locmixed regions",0.273476503351638
1928,"locmixed regions",-0.194357909387634
1929,"locmixed regions",-0.583988275954849
1930,"locmixed regions",0.0828532298565106
1931,"locmixed regions",-0.267219995525812
1932,"locmixed regions",-0.628656839135482
1933,"locmixed regions",0.18247291799515
1934,"locmixed regions",-0.451275079238901
1935,"locmixed regions",1.41273146161172
1936,"locmixed regions",0.0650712594148457
1937,"locmixed regions",0.498936777648503
1938,"locmixed regions",1.12289539283995
1939,"locmixed regions",0.0300705997239674
1940,"locmixed regions",-1.00306025291572
1941,"locmixed regions",0.691696784975052
1942,"locmixed regions",-0.00278863589586156
1943,"locmixed regions",-0.647530521543971
1944,"locmixed regions",0.482975947919594
1945,"locmixed regions",-0.175958846301312
1946,"locmixed regions",-0.345305629666812
1947,"locmixed regions",-0.122129301905506
1948,"locmixed regions",-0.204742422350393
1949,"locmixed regions",-0.0216897402287266
1950,"locmixed regions",-0.434762712525854
1951,"locmixed regions",-0.589697031578018
1952,"locmixed regions",-0.170089569131603
1953,"locmixed regions",0.290117892539045
1954,"locmixed regions",-0.248217150642115
1955,"locmixed regions",-0.121699486371718
1956,"locmixed regions",-0.932171640592909
1957,"locmixed regions",0.442841412438296
1958,"locmixed regions",-0.355168569838088
1959,"locmixed regions",-0.706011998022077
1960,"locmixed regions",0.376072199680086
1961,"locmixed regions",0.333649183594857
1962,"locmixed regions",-0.230556797541229
1963,"locmixed regions",-1.14358423130409
1964,"locmixed regions",0.80213785485957
1965,"locmixed regions",-0.686414571916222
1966,"locmixed regions",0.333528188518436
1967,"locmixed regions",-0.31779674293353
1968,"locmixed regions",-0.164867199794492
1969,"locmixed regions",-0.538281543197115
1970,"locmixed regions",0.151807187559699
1971,"locmixed regions",0.289945162304465
1972,"locmixed regions",0.46540191597894
1973,"locmixed regions",0.0371161420351116
1974,"locmixed regions",-0.0177887668466978
1975,"locmixed regions",0.370436602172954
1976,"locmixed regions",-0.638169479791632
1977,"locmixed regions",-0.0338490577324749
1978,"locmixed regions",-0.974247551038889
1979,"locmixed regions",-0.847792178998184
1980,"locmixed regions",0.183594264279297
1981,"locmixed regions",-0.844001324594263
1982,"locmixed regions",0.308664786954058
1983,"locmixed regions",0.624109769463514
1984,"locmixed regions",-0.121062296770362
1985,"locmixed regions",0.358275497873161
1986,"locmixed regions",0.0551727211271761
1987,"locmixed regions",-0.818710063900704
1988,"locmixed regions",0.281648253226639
1989,"locmixed regions",-0.512478712248274
1990,"locmixed regions",-0.541760093208767
1991,"locmixed regions",-0.238989781026878
1992,"locmixed regions",-0.0772738969832718
1993,"locmixed regions",-0.40217722766228
1994,"locmixed regions",-0.320466558318164
1995,"locmixed regions",-0.221924618891599
1996,"locmixed regions",-0.40643113093695
1997,"locmixed regions",0.135213489935998
1998,"locmixed regions",-0.536670101036361
1999,"locmixed regions",-0.261139771945224
2000,"locmixed regions",-0.617723819650426
2001,"locmixed regions",-0.646996208961621
2002,"locmixed regions",-0.138630019121128
2003,"locmixed regions",0.0463683067984176
2004,"locmixed regions",-0.590869285603309
2005,"locmixed regions",-0.195379557413272
2006,"locmixed regions",0.225321435370224
2007,"locmixed regions",0.100604816620976
2008,"locmixed regions",-0.567180333230848
2009,"locmixed regions",0.539646071417161
2010,"locmixed regions",0.764633241086301
2011,"locmixed regions",0.13199814402453
2012,"locmixed regions",-0.186826974743987
2013,"locmixed regions",0.514884333429392
2014,"locmixed regions",-0.232511272597284
2015,"locmixed regions",-0.63645992933638
2016,"locmixed regions",-0.081676699662364
2017,"locmixed regions",0.707514615417004
2018,"locmixed regions",0.846488523592214
2019,"locmixed regions",-0.20247504799946
2020,"locmixed regions",-0.233378844123294
2021,"locmixed regions",-0.37273163968954
2022,"locmixed regions",-0.408837489637216
2023,"locmixed regions",-0.101091749464541
2024,"locmixed regions",-0.307098572746757
2025,"locmixed regions",0.0943547080173229
2026,"locmixed regions",-0.129467326728744
2027,"locmixed regions",-0.5794585147838
2028,"locmixed regions",-0.457000748247757
2029,"locmixed regions",-0.535748893612182
2030,"locmixed regions",-1.24141625352037
2031,"locmixed regions",-0.398726485377549
2032,"locmixed regions",0.209332122047959
2033,"locmixed regions",-0.274121506026139
2034,"locmixed regions",-0.855808639124479
2035,"locmixed regions",0.61901438057708
2036,"locmixed regions",-0.0222598260417026
2037,"locmixed regions",0.57452045562871
2038,"locmixed regions",-0.106293254019831
2039,"locmixed regions",0.206781713092349
2040,"locmixed regions",-0.585608273432664
2041,"locmixed regions",-0.106816276659683
2042,"locmixed regions",-0.0455739359856085
2043,"locmixed regions",-0.447175416452536
2044,"locmixed regions",0.0270279386653096
2045,"locmixed regions",-0.270678727855358
2046,"locmixed regions",-0.863775937196481
2047,"locmixed regions",-0.700263507301158
2048,"locmixed regions",0.201805516864794
2049,"locmixed regions",0.572994081793484
2050,"locmixed regions",0.927794027028229
2051,"locmixed regions",-0.276337770581166
2052,"locmixed regions",0.143414512540559
2053,"locmixed regions",-1.35338852704807
2054,"locmixed regions",-0.294044477905977
2055,"locmixed regions",0.511359543769932
2056,"locmixed regions",-0.727160020630932
2057,"locmixed regions",-0.483647586407401
2058,"locmixed regions",0.41412720433631
2059,"locmixed regions",-1.10084871812265
2060,"locmixed regions",-0.269086719548373
2061,"locmixed regions",-0.0273596189471269
2062,"locmixed regions",-0.180729995033503
2063,"locmixed regions",0.503244438136919
2064,"locmixed regions",-0.416671456301301
2065,"locmixed regions",-0.623510189669105
2066,"locmixed regions",-0.655309756117993
2067,"locmixed regions",0.350865700284931
2068,"locmixed regions",-0.457736844502981
2069,"locmixed regions",0.372951099833545
2070,"locmixed regions",-0.638494571951021
2071,"locmixed regions",-1.10069832343392
2072,"locmixed regions",-0.436368088063211
2073,"locmixed regions",0.133709134037199
2074,"locmixed regions",0.197558502383033
2075,"locmixed regions",0.105937972994062
2076,"locmixed regions",-0.193437214337793
2077,"locmixed regions",0.13021658845994
2078,"locmixed regions",-0.195743174434308
2079,"locmixed regions",-1.03167353062204
2080,"locmixed regions",0.533617632569218
2081,"locmixed regions",0.447846019098734
2082,"locmixed regions",-0.497658611849699
2083,"locmixed regions",-0.642376993738524
2084,"locmixed regions",0.50385107587725
2085,"locmixed regions",-0.462893633026119
2086,"locmixed regions",0.5047003319387
2087,"locmixed regions",-0.504283642526102
2088,"locmixed regions",-0.215166222413962
2089,"locmixed regions",0.411605832706167
2090,"locmixed regions",-0.288052982511658
2091,"locmixed regions",0.00211484167264142
2092,"locmixed regions",-0.0396250360825786
2093,"locmixed regions",-0.00677893061214394
2094,"locmixed regions",-0.927553304435951
2095,"locmixed regions",-0.268599736440032
2096,"locmixed regions",0.372834082854025
2097,"locmixed regions",0.0156926814713223
2098,"locmixed regions",0.213480051043977
2099,"locmixed regions",-0.11821943245363
2100,"locmixed regions",-0.288324685613495
2101,"locmixed regions",-0.270472708495992
2102,"locmixed regions",0.205577111044176
2103,"locmixed regions",-0.542866000803373
2104,"locmixed regions",0.132251969447809
2105,"locmixed regions",-0.328189925740289
2106,"locmixed regions",-0.572262545220139
2107,"locmixed regions",-0.406202045814768
2108,"locmixed regions",-0.455687279018687
2109,"locmixed regions",-0.25605630413875
2110,"locmixed regions",-0.953307353104817
2111,"locmixed regions",0.23384955099809
2112,"locmixed regions",-0.349639238545854
2113,"locmixed regions",-1.06446624090509
2114,"locmixed regions",0.408906696974095
2115,"locmixed regions",0.434028839130805
2116,"locmixed regions",-0.563846953777564
2117,"locmixed regions",-0.548609608500736
2118,"locmixed regions",-0.127763909889266
2119,"locmixed regions",-0.740752103947156
2120,"locmixed regions",-0.20183470902093
2121,"locmixed regions",0.282427507221342
2122,"locmixed regions",0.00847873495934232
2123,"locmixed regions",-0.260102696782344
2124,"locmixed regions",0.125990080844826
2125,"locmixed regions",-0.631351081857586
2126,"locmixed regions",-0.0991279431258793
2127,"locmixed regions",-0.821977994788545
2128,"locmixed regions",-0.392625220108488
2129,"locmixed regions",-0.983857472457671
2130,"locmixed regions",-0.240032472298491
2131,"locmixed regions",0.197127144906069
2132,"locmixed regions",-0.816514593320123
2133,"locmixed regions",0.300136820451698
2134,"locmixed regions",0.57534450670003
2135,"locmixed regions",-0.147156824484317
2136,"locmixed regions",-0.266926843423648
2137,"locmixed regions",-0.672052968473112
2138,"locmixed regions",0.635020751451961
2139,"locmixed regions",0.357986353879882
2140,"locmixed regions",0.247716816310603
2141,"locmixed regions",0.355234899303865
2142,"locmixed regions",0.27957425041892
2143,"locmixed regions",-0.0484814213698962
2144,"locmixed regions",-0.406647650454414
2145,"locmixed regions",-1.04243379662644
2146,"locmixed regions",0.769418508762491
2147,"locmixed regions",-0.374483971251754
2148,"locmixed regions",0.51584358709104
2149,"locmixed regions",0.486350009553018
2150,"locmixed regions",-0.192176743355888
2151,"locmixed regions",0.344483696615869
2152,"locmixed regions",0.443636337671515
2153,"locmixed regions",-0.456040738663393
2154,"locmixed regions",-0.451371440898379
2155,"locmixed regions",-0.176979370184474
2156,"locmixed regions",-0.564618748129402
2157,"locmixed regions",-0.51928099241353
2158,"locmixed regions",-0.832404945391141
2159,"locmixed regions",-0.183156016411443
2160,"locmixed regions",0.42017233088796
2161,"locmixed regions",-0.33363048362591
2162,"locmixed regions",0.405651472387308
2163,"locmixed regions",-0.384343644636994
2164,"locmixed regions",0.409982767832437
2165,"locmixed regions",0.33728914592928
2166,"locmixed regions",0.13601039641287
2167,"locmixed regions",-0.163482435803443
2168,"locmixed regions",0.183540537465737
2169,"locmixed regions",0.17727717216946
2170,"locmixed regions",-0.381579742637823
2171,"locmixed regions",-0.738641946912959
2172,"locmixed regions",0.436990657309999
2173,"locmixed regions",0.739566268716098
2174,"locmixed regions",0.139988157592505
2175,"locmixed regions",-0.191911061662768
2176,"locmixed regions",0.337664345767341
2177,"locmixed regions",0.840090956067475
2178,"locmixed regions",-0.361980884645441
2179,"locmixed regions",0.60078036305307
2180,"locmixed regions",-0.695437695254735
2181,"locmixed regions",-0.10793089858344
2182,"locmixed regions",-0.616064106777957
2183,"locmixed regions",0.179303624714553
2184,"locmixed regions",0.309892780442644
2185,"locmixed regions",-0.213718902397379
2186,"locmixed regions",-0.272459187004415
2187,"locmixed regions",-0.00978268867953061
2188,"locmixed regions",-0.412567451444902
2189,"locmixed regions",0.240343088426832
2190,"locmixed regions",0.0388605736287504
2191,"locmixed regions",-0.114534571241163
2192,"locmixed regions",-0.634638977149776
2193,"locmixed regions",0.108426359079418
2194,"locmixed regions",-0.241965240568291
2195,"locmixed regions",-0.214824193712238
2196,"locmixed regions",0.574818193393694
2197,"locmixed regions",0.47287814297012
2198,"locmixed regions",-0.202539224377532
2199,"locmixed regions",-1.0985644341732
2200,"locmixed regions",-0.124899163864372
2201,"locmixed regions",0.324365972650652
2202,"locmixed regions",0.107317160645534
2203,"locmixed regions",-0.248024323636289
2204,"locmixed regions",-0.371366463899113
2205,"locmixed regions",-0.185475282308418
2206,"locmixed regions",0.440212723885272
2207,"locmixed regions",0.199063152117601
2208,"locmixed regions",-0.870302981786093
2209,"locmixed regions",-0.0955599044891235
2210,"locmixed regions",0.172119867849275
2211,"locmixed regions",-0.563056017301752
2212,"locmixed regions",0.241691525816861
2213,"locmixed regions",-0.868082463116545
2214,"locmixed regions",0.364529087364121
2215,"locmixed regions",0.426343429104549
2216,"locmixed regions",-0.608622124500656
2217,"locmixed regions",-0.214454343354319
2218,"locmixed regions",0.249282556956201
2219,"locmixed regions",-0.653647560668328
2220,"locmixed regions",-0.134712453436818
2221,"locmixed regions",-0.431187638494759
2222,"locmixed regions",-0.0279377123888389
2223,"locmixed regions",-0.660510827550147
2224,"locmixed regions",0.417169353193224
2225,"locmixed regions",0.679570549577152
2226,"locmixed regions",-0.0585638299381818
2227,"locmixed regions",0.512463186616203
2228,"locmixed regions",-0.801699997360691
2229,"locmixed regions",-0.02991518449661
2230,"locmixed regions",-0.351988485801771
2231,"locmixed regions",-0.146456183050387
2232,"locmixed regions",0.272984938179412
2233,"locmixed regions",-0.0722239662937689
2234,"locmixed regions",-0.456667027818781
2235,"locmixed regions",-0.371383663132423
2236,"locmixed regions",-0.418886257275081
2237,"locmixed regions",0.364573698867898
2238,"locmixed regions",-0.573480163428182
2239,"locmixed regions",-0.257909135439161
2240,"locmixed regions",0.16135839110572
2241,"locmixed regions",0.334845429694417
2242,"locmixed regions",0.166123563543611
2243,"locmixed regions",0.292331430413452
2244,"locmixed regions",-0.565203128671558
2245,"locmixed regions",0.827286194660511
2246,"locmixed regions",0.40062464873999
2247,"locmixed regions",-0.57547379717363
2248,"locmixed regions",-0.306259362902323
2249,"locmixed regions",-0.00440963086653837
2250,"locmixed regions",-0.18141650354181
2251,"locmixed regions",-1.21924363708969
2252,"locmixed regions",0.289143317428699
2253,"locmixed regions",-0.693923138776018
2254,"locmixed regions",-0.128459476884365
2255,"locmixed regions",0.32669655268621
2256,"locmixed regions",-0.125535997865797
2257,"locmixed regions",0.152953117397156
2258,"locmixed regions",-0.327532143658805
2259,"locmixed regions",-0.18870392415811
2260,"locmixed regions",0.232102770199087
2261,"locmixed regions",-1.00264102292453
2262,"locmixed regions",-0.865376987271152
2263,"locmixed regions",-0.491992117927553
2264,"locmixed regions",0.485410741039199
2265,"locmixed regions",0.176623056213129
2266,"locmixed regions",-0.147372794712168
2267,"locmixed regions",0.511717244110189
2268,"locmixed regions",0.560511857803718
2269,"locmixed regions",-0.018806560475755
2270,"locmixed regions",-0.399064493969594
2271,"locmixed regions",0.157999520043229
2272,"locmixed regions",0.17943188324991
2273,"locmixed regions",-0.597371145648289
2274,"locmixed regions",0.20093270434302
2275,"locmixed regions",-0.0946631822023411
2276,"locmixed regions",-0.324486794584506
2277,"locmixed regions",-0.713439710067363
2278,"locmixed regions",-0.0316221051396192
2279,"locmixed regions",-0.0300914151984885
2280,"locmixed regions",-0.565210702809153
2281,"locmixed regions",-0.544665779656874
2282,"locmixed regions",-0.731992007472403
2283,"locmixed regions",-0.243526333312447
2284,"locmixed regions",-0.0380083109715066
2285,"locmixed regions",-0.864840818299047
2286,"locmixed regions",-0.07958315582017
2287,"locmixed regions",0.675471493257763
2288,"locmixed regions",-0.288456621609384
2289,"locmixed regions",-0.0881425435451901
2290,"locmixed regions",0.544732505390986
2291,"locmixed regions",-0.224404419182638
2292,"locmixed regions",-0.227922657636647
2293,"locmixed regions",0.146063885153953
2294,"locmixed regions",0.546989195269412
2295,"locmixed regions",-1.18235168878602
2296,"locmixed regions",-0.211638243535425
2297,"locmixed regions",0.380208004459
2298,"locmixed regions",-0.98753442079885
2299,"locmixed regions",-0.155218439437398
2300,"locmixed regions",-0.26084417908696
2301,"locmixed regions",0.207266059620519
2302,"locmixed regions",-0.522169167852129
2303,"locmixed regions",-0.992836056880236
2304,"locmixed regions",-0.0792352990115995
2305,"locmixed regions",-0.142581741877097
2306,"locmixed regions",-0.371071448896372
2307,"locmixed regions",-0.431584480624935
2308,"locmixed regions",-0.420797131427108
2309,"locmixed regions",-0.585801958280092
2310,"locmixed regions",-1.04251397361433
2311,"locmixed regions",-0.0510708114479367
2312,"locmixed regions",-0.103025994314845
2313,"locmixed regions",-0.218893094148619
2314,"locmixed regions",-0.391315535473668
2315,"locmixed regions",-0.559959129596008
2316,"locmixed regions",-0.613840537964428
2317,"locmixed regions",-0.329620806006487
